GPGGA,000441.095,,,,,0,0,,,M,,M,,,MAXIQ,21.48,1003.96,77.60,PQVEL,0.000000,0.000000,-0.000000
GPGGA,000442.095,,,,,0,0,,,M,,M,,,MAXIQ,21.48,1003.96,77.61,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
GPGGA,000443.095,,,,,0,0,,,M,,M,,,MAXIQ,21.47,1003.95,77.72,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
GPGGA,000444.095,,,,,0,0,,,M,,M,,,MAXIQ,21.47,1003.95,77.75,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
GPGGA,000445.095,,,,,0,0,,,M,,M,,,MAXIQ,21.48,1003.96,77.67,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
GPGGA,000446.095,,,,,0,0,,,M,,M,,,MAXIQ,21.48,1003.96,77.61,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
GPGGA,000447.095,,,,,0,0,,,M,,M,,,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
GPGGA,000448.095,,,,,0,0,,,M,,M,,,MAXIQ,21.48,1003.95,77.70,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
GPGGA,000449.095,,,,,0,0,,,M,,M,,,MAXIQ,21.50,1003.94,77.80,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
GPGGA,000450.095,,,,,0,0,,,M,,M,,,MAXIQ,21.49,1003.95,77.72,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
GPGGA,000451.095,,,,,0,0,,,M,,M,,,MAXIQ,21.49,1003.95,77.73,PQVEL,0.000000,0.000000,-0.000000,GPVTG,0.00,T,,M,0.00,N,0.00,K,N
